scheme,outer_fold,model,candidate,inner_fold_id,inner_mae
loo,13,pcr,5.0,2,3.671576916449274
loo,14,ridge,0.1,0,2.6217584064663884
loo,14,ridge,0.1,1,2.0216511748958603
loo,14,ridge,0.1,2,2.2348443233087374
loo,14,ridge,1.0,0,2.6221690869938428
loo,14,ridge,1.0,1,2.0209379045853133
loo,14,ridge,1.0,2,2.231634958186389
loo,14,ridge,10.0,0,2.6264262701791705
loo,14,ridge,10.0,1,2.01433549072571
loo,14,ridge,10.0,2,2.202141457899941
loo,14,ridge,100.0,0,2.680489338444898
loo,14,ridge,100.0,1,1.9761970342108957
loo,14,ridge,100.0,2,2.051161487317239
loo,14,ridge,1000.0,0,2.903396361480128
loo,14,ridge,1000.0,1,1.928598342601548
loo,14,ridge,1000.0,2,2.012605270677432
loo,14,ridge,10000.0,0,3.2059643896599623
loo,14,ridge,10000.0,1,2.133485636571199
loo,14,ridge,10000.0,2,2.338847729564239
loo,14,pcr,1.0,0,3.575308573280619
loo,14,pcr,1.0,1,2.183061419929983
loo,14,pcr,1.0,2,2.675658763765162
loo,14,pcr,2.0,0,2.8226858116087823
loo,14,pcr,2.0,1,2.046716117289694
loo,14,pcr,2.0,2,2.3599540981750384
loo,14,pcr,3.0,0,2.8348418458687275
loo,14,pcr,3.0,1,2.7984755623896427
loo,14,pcr,3.0,2,2.2723666249142433
loo,14,pcr,5.0,0,2.809460947721742
loo,14,pcr,5.0,1,1.9203634068173046
loo,14,pcr,5.0,2,1.9280858207158786
loo,15,ridge,0.1,0,2.6620707618680006
loo,15,ridge,0.1,1,3.084977800719639
loo,15,ridge,0.1,2,3.058052494026864
loo,15,ridge,1.0,0,2.6577506920459477
loo,15,ridge,1.0,1,3.0854684129000627
loo,15,ridge,1.0,2,3.0568276323488646
loo,15,ridge,10.0,0,2.6173849473799744
loo,15,ridge,10.0,1,3.089517334661643
loo,15,ridge,10.0,2,3.0461458759552222
loo,15,ridge,100.0,0,2.355033767437532
loo,15,ridge,100.0,1,3.094733366847631
loo,15,ridge,100.0,2,3.0046500911871044
loo,15,ridge,1000.0,0,1.820782287310075
loo,15,ridge,1000.0,1,3.076353207114524
loo,15,ridge,1000.0,2,3.0099205619467555
loo,15,ridge,10000.0,0,1.6063936734892326
loo,15,ridge,10000.0,1,3.178544352183282
loo,15,ridge,10000.0,2,3.7586450377805782
loo,15,pcr,1.0,0,2.954425738899746
loo,15,pcr,1.0,1,3.591270021555458
loo,15,pcr,1.0,2,4.36486782717289
loo,15,pcr,2.0,0,1.5240885532784698
loo,15,pcr,2.0,1,3.4824289380229505
loo,15,pcr,2.0,2,2.738437759789204
loo,15,pcr,3.0,0,1.5524082742330505
loo,15,pcr,3.0,1,3.5346403266122315
loo,15,pcr,3.0,2,2.884011573733947
loo,15,pcr,5.0,0,2.221569287473353
loo,15,pcr,5.0,1,2.7579527534414585
loo,15,pcr,5.0,2,2.9978351345221683
loo,16,ridge,0.1,0,3.2625700438069005
loo,16,ridge,0.1,1,4.309403860320136
loo,16,ridge,0.1,2,2.591510311357709
loo,16,ridge,1.0,0,3.259633673230469
loo,16,ridge,1.0,1,4.296171291365648
loo,16,ridge,1.0,2,2.5862168206209755
loo,16,ridge,10.0,0,3.230591821380845
loo,16,ridge,10.0,1,4.173796687981322
loo,16,ridge,10.0,2,2.536906515721144
loo,16,ridge,100.0,0,2.9945689140962313
loo,16,ridge,100.0,1,3.50335005732342
loo,16,ridge,100.0,2,2.5844039097816314
loo,16,ridge,1000.0,0,2.246632031343773
loo,16,ridge,1000.0,1,2.9048010518094216
loo,16,ridge,1000.0,2,2.5406208543488025
loo,16,ridge,10000.0,0,2.459490653819205
loo,16,ridge,10000.0,1,3.071292364330924
loo,16,ridge,10000.0,2,1.9179262533947543
loo,16,pcr,1.0,0,3.300420926293991
loo,16,pcr,1.0,1,3.0607920005358777
loo,16,pcr,1.0,2,2.1145348076591755
loo,16,pcr,2.0,0,2.1126970392540305
loo,16,pcr,2.0,1,3.526323823621114
loo,16,pcr,2.0,2,2.738760933577646
loo,16,pcr,3.0,0,2.1323705473527164
loo,16,pcr,3.0,1,2.307965908585103
loo,16,pcr,3.0,2,2.5051210481881854
loo,16,pcr,5.0,0,2.735023488104004
loo,16,pcr,5.0,1,2.505381401778509
loo,16,pcr,5.0,2,2.8154792838000042
loo,17,ridge,0.1,0,2.409779486574201
loo,17,ridge,0.1,1,2.775093448193777
loo,17,ridge,0.1,2,2.271915416654902
loo,17,ridge,1.0,0,2.4129035823161695
loo,17,ridge,1.0,1,2.7740840456715925
loo,17,ridge,1.0,2,2.2729080918789513
loo,17,ridge,10.0,0,2.4418109177147196
loo,17,ridge,10.0,1,2.7649260679541694
loo,17,ridge,10.0,2,2.2812663797206376
loo,17,ridge,100.0,0,2.600500708543452
loo,17,ridge,100.0,1,2.713592904126473
loo,17,ridge,100.0,2,2.2947546085197725
loo,17,ridge,1000.0,0,2.822206221277091
loo,17,ridge,1000.0,1,2.539751364164253
loo,17,ridge,1000.0,2,2.1579994040633217
loo,17,ridge,10000.0,0,3.1461803051793615
loo,17,ridge,10000.0,1,2.563443288950843
loo,17,ridge,10000.0,2,1.8245520423558226
loo,17,pcr,1.0,0,3.379817376698378
loo,17,pcr,1.0,1,3.156756169292597
loo,17,pcr,1.0,2,1.464174977859064
loo,17,pcr,2.0,0,2.785664557405417
loo,17,pcr,2.0,1,2.1385968953857315
loo,17,pcr,2.0,2,2.7836446732426965
loo,17,pcr,3.0,0,2.6493338061627485
loo,17,pcr,3.0,1,2.7025257367957773
loo,17,pcr,3.0,2,2.765225516212368
loo,17,pcr,5.0,0,2.8761176911313755
loo,17,pcr,5.0,1,2.6525888230986356
loo,17,pcr,5.0,2,2.2944797338495206
loo,18,ridge,0.1,0,2.7843234256575613
loo,18,ridge,0.1,1,3.8699056683277906
loo,18,ridge,0.1,2,3.0521894568427634
loo,18,ridge,1.0,0,2.782329648509647
loo,18,ridge,1.0,1,3.8667731964993677
loo,18,ridge,1.0,2,3.045439741776297
loo,18,ridge,10.0,0,2.7634115160171926
loo,18,ridge,10.0,1,3.836558071406691
loo,18,ridge,10.0,2,2.9815672194283205
loo,18,ridge,100.0,0,2.6218949577687987
loo,18,ridge,100.0,1,3.6000868620415183
loo,18,ridge,100.0,2,2.651199687095588
loo,18,ridge,1000.0,0,2.736122224192379
loo,18,ridge,1000.0,1,2.915680910941767
loo,18,ridge,1000.0,2,2.291592562365007
loo,18,ridge,10000.0,0,2.827054076077185
loo,18,ridge,10000.0,1,1.7999232935180505
loo,18,ridge,10000.0,2,2.2720601153860382
loo,18,pcr,1.0,0,3.911613631397412
loo,18,pcr,1.0,1,1.3723898859442272
loo,18,pcr,1.0,2,2.4928105269888676
loo,18,pcr,2.0,0,2.8120591589214317
loo,18,pcr,2.0,1,2.565559003031014
loo,18,pcr,2.0,2,2.5760131096432928
loo,18,pcr,3.0,0,2.478469070289649
loo,18,pcr,3.0,1,3.1527748619495934
loo,18,pcr,3.0,2,1.8483806192962338
loo,18,pcr,5.0,0,3.1260914800671524
loo,18,pcr,5.0,1,3.1786404579769396
loo,18,pcr,5.0,2,1.9602494240357426
loo,19,ridge,0.1,0,2.736800396819621
loo,19,ridge,0.1,1,2.543415798923924
loo,19,ridge,0.1,2,2.5150357896977993
loo,19,ridge,1.0,0,2.7357948346233494
loo,19,ridge,1.0,1,2.539616879829494
loo,19,ridge,1.0,2,2.51291091443357
loo,19,ridge,10.0,0,2.725931710895563
loo,19,ridge,10.0,1,2.5045085031077967
loo,19,ridge,10.0,2,2.491584784289209
loo,19,ridge,100.0,0,2.6769330763939587
loo,19,ridge,100.0,1,2.301307078896484
loo,19,ridge,100.0,2,2.4193531060010014
loo,19,ridge,1000.0,0,2.5412829407529363
loo,19,ridge,1000.0,1,1.9623969512810782
loo,19,ridge,1000.0,2,2.1915771497632464
loo,19,ridge,10000.0,0,2.354639252896009
loo,19,ridge,10000.0,1,1.6645697448282377
loo,19,ridge,10000.0,2,2.346407770213086
loo,19,pcr,1.0,0,2.6468653549676877
loo,19,pcr,1.0,1,1.5515034688617615
loo,19,pcr,1.0,2,2.82190197504042
loo,19,pcr,2.0,0,2.5350833127923447
loo,19,pcr,2.0,1,2.6482381238329027
loo,19,pcr,2.0,2,1.8338477251971923
loo,19,pcr,3.0,0,2.782861942385065
loo,19,pcr,3.0,1,2.543452361316385
loo,19,pcr,3.0,2,2.3732220710786334
loo,19,pcr,5.0,0,2.5276965270770413
loo,19,pcr,5.0,1,2.0675348501339865
loo,19,pcr,5.0,2,2.240301540252086
