scheme,outer_fold,component,feature,loading,component_regression_coef
five_fold,0,1,OES_bin_89,-0.010178916701855806,0.024160632855260808
five_fold,0,1,OES_bin_90,-0.008623493556802943,0.024160632855260808
five_fold,0,1,OES_bin_91,-0.011087008998620036,0.024160632855260808
five_fold,0,1,OES_bin_92,-0.010743772623167825,0.024160632855260808
five_fold,0,1,OES_bin_93,-0.013933733013936076,0.024160632855260808
five_fold,0,1,OES_bin_94,-0.0105698370688945,0.024160632855260808
five_fold,0,1,OES_bin_95,-0.007942019082204476,0.024160632855260808
five_fold,0,1,OES_bin_96,-0.00946112166706035,0.024160632855260808
five_fold,0,1,OES_bin_97,-0.011048070911325631,0.024160632855260808
five_fold,0,1,OES_bin_98,-0.011563181109342908,0.024160632855260808
five_fold,0,1,OES_bin_99,-0.011051223950199704,0.024160632855260808
five_fold,0,1,OES_bin_100,0.019231917210518715,0.024160632855260808
five_fold,0,1,OES_bin_101,0.023360129427283757,0.024160632855260808
five_fold,0,1,OES_bin_102,0.008480455074383815,0.024160632855260808
five_fold,0,1,OES_bin_103,-0.010394992628479222,0.024160632855260808
five_fold,0,1,OES_bin_104,-0.008106692617425023,0.024160632855260808
five_fold,0,1,OES_bin_105,-0.011063092781155196,0.024160632855260808
five_fold,0,1,OES_bin_106,-0.01164534620327335,0.024160632855260808
five_fold,0,1,OES_bin_107,-0.010655906563276904,0.024160632855260808
five_fold,0,1,OES_bin_108,-0.010844488222438924,0.024160632855260808
five_fold,0,1,OES_bin_109,-0.011364441473640179,0.024160632855260808
five_fold,0,1,OES_bin_110,-0.008642466236045563,0.024160632855260808
five_fold,0,1,OES_bin_111,-0.0086044821461529,0.024160632855260808
five_fold,0,1,OES_bin_112,-0.011124183956107857,0.024160632855260808
five_fold,0,1,OES_bin_113,-0.009361844644539426,0.024160632855260808
five_fold,0,1,OES_bin_114,-0.011453624890222502,0.024160632855260808
five_fold,0,1,OES_bin_115,0.023121838694266327,0.024160632855260808
five_fold,0,1,OES_bin_116,-0.007842397940565104,0.024160632855260808
five_fold,0,1,OES_bin_117,-0.010886862892375318,0.024160632855260808
five_fold,0,1,OES_bin_118,-0.010498527956271802,0.024160632855260808
five_fold,0,1,OES_bin_119,-0.008730073194938416,0.024160632855260808
